40,0.545455,0.857143,100,98,89,82,52,43,41,25,31,12,100
41,0.47619,0.769231,100,40,98,31,82,52,100,89,25,44,43
42,0.222222,0.769231,100,17,72,38,96,101,44,84,79,57,80
43,0.315789,0.814815,100,25,98,47,31,52,82,41,16,89,14
44,0.117647,0.857143,98,12,58,84,24,101,17,38,21,22,60
45,0.117647,0.814815,98,51,48,99,5,65,68,11,70,46,6
46,0.117647,0.814815,98,51,48,45,99,5,65,68,11,70,6
47,0.4,0.857143,100,14,43,25,78,100,54,89,15,86,16
48,0.117647,0.814815,98,51,45,99,5,65,68,11,70,46,6
49,0.117647,0.857143,96,51,48,45,99,5,65,68,11,70,46
50,0.117647,0.769231,100,55,48,45,99,5,95,37,65,68,11
51,0.117647,0.814815,98,48,45,99,5,65,68,11,70,46,6
52,0.47619,0.769231,100,40,98,31,82,100,41,89,25,44,43
53,0.315789,0.769231,100,92,27,90,62,9,39,3,26,63,81
54,0.47619,0.814815,100,47,15,86,78,14,82,43,59,16,61
55,0.117647,0.769231,100,50,48,45,99,5,95,37,65,68,11
56,0.117647,0.857143,96,71,6,23,29,97,32,2,7,66,18
57,0.222222,0.769231,100,88,60,84,72,24,96,59,91,101,44
58,0.222222,0.896552,100,101,12,21,84,44,22,17,24,38,60
59,0.315789,0.814815,100,88,96,57,42,79,80,34,17,72,22
60,0.117647,0.857143,98,12,58,84,24,101,44,17,21,22,38
61,0.222222,0.896552,100,3,87,19,62,9,13,83,93,39,35
62,0.117647,0.857143,100,83,93,39,35,74,61,19,9,13,3
63,0.4,0.666667,100,53,77,81,27,92,9,39,3,73,26
64,0.315789,0.769231,100,51,49,48,45,99,5,65,68,11,70
65,0.117647,0.814815,98,51,48,45,99,5,68,11,70,46,6
66,0.117647,0.896552,94,71,36,23,29,56,32,69,7,6,2
67,0.4,0.933333,100,76,49,75,61,93,20,19,87,99,5
68,0.117647,0.814815,98,51,48,45,99,5,65,11,70,46,6
69,0.117647,0.857143,96,32,51,48,45,71,99,5,7,66,65
70,0.117647,0.814815,98,51,48,45,99,5,65,68,11,46,6
71,0.117647,0.896552,94,36,32,23,2,29,56,69,7,66,6
72,0.315789,0.769231,100,17,59,24,38,57,42,34,44,84,96
73,0.47619,0.769231,100,100,89,14,78,82,25,43,77,42,63
74,0.222222,0.814815,100,3,39,13,93,35,8,19,62,9,83
75,0.4,0.857143,100,30,4,49,1,20,76,51,67,33,48
76,0.315789,0.896552,100,97,20,75,51,48,49,45,67,99,5
77,0.4,0.814815,100,87,62,9,39,3,63,35,13,27,74
78,0.4,0.896552,100,100,14,77,82,54,27,15,47,86,16
79,0.222222,0.814815,100,17,34,22,38,44,59,84,88,96,80
80,0.222222,0.814815,100,17,34,22,38,44,59,84,88,96,79
81,0.315789,0.72,100,13,62,9,39,3,26,42,63,53,92
82,0.4,0.72,100,31,100,89,14,52,43,41,25,47,86
83,0.222222,0.814815,100,3,39,13,93,35,8,74,19,62,9
84,0.117647,0.857143,98,12,58,60,24,101,44,17,21,22,38
85,0.222222,0.814815,100,95,28,37,56,29,6,94,97,2,33
86,0.4,0.857143,100,15,14,16,78,100,54,89,47,82,43
87,0.315789,0.857143,100,13,39,3,83,62,19,77,61,9,93
88,0.222222,0.769231,100,60,22,24,57,34,101,44,59,84,96
89,0.315789,0.769231,100,43,25,16,31,52,82,41,100,47,14
90,0.4,0.666667,100,26,53,92,15,25,83,27,82,91,100
91,0.4,0.72,100,57,72,92,6,2,23,24,18,82,29
92,0.315789,0.72,100,27,90,91,55,50,26,42,63,53,81
93,0.222222,0.896552,100,3,87,19,62,9,13,83,61,39,35
94,0.315789,0.857143,100,95,28,37,97,85,36,23,2,18,33
95,0.117647,0.814815,98,56,6,23,2,29,18,37,85,55,36
96,0.222222,0.769231,100,17,72,38,24,59,84,101,44,57,79
97,0.222222,0.857143,100,6,29,23,2,18,85,56,7,66,33
98,0.545455,0.814815,100,40,31,43,52,82,41,100,89,25,44
99,0.117647,0.814815,98,51,48,45,5,65,68,11,70,46,6
100,0.4,0.72,100,31,43,89,14,52,82,41,25,47,86
101,0.117647,0.857143,98,12,58,84,24,44,17,38,21,22,60
