13,"{b, 215, 321, 416, 497, 602, 699, 798, 919, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2203}",Edible,T13
14,"{x, 221, 319, 416, 512, 602, 699, 810, 907, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2118, 2217}",Poisonous,T14
15,"{x, 202, 310, 402, 510, 602, 719, 798, 910, 1016, 1101, 1215, 1302, 1419, 1519, 1612, 1719, 1811, 1901, 2007, 2097, 2203}",Edible,T15
16,"{s, 202, 303, 402, 510, 602, 699, 810, 907, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2121, 2217}",Edible,T16
17,"{f, 202, 319, 402, 510, 602, 719, 798, 907, 1016, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1901, 2010, 2097, 2203}",Edible,T17
18,"{x, 215, 310, 416, 512, 602, 699, 810, 910, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2115, 2203}",Poisonous,T18
19,"{x, 221, 319, 416, 512, 602, 699, 810, 910, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2217}",Poisonous,T19
20,"{x, 215, 310, 416, 512, 602, 699, 810, 907, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2217}",Poisonous,T20
21,"{b, 215, 321, 416, 497, 602, 699, 798, 907, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2209}",Edible,T21
22,"{x, 221, 310, 416, 512, 602, 699, 810, 910, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2118, 2203}",Poisonous,T22
23,"{b, 221, 321, 416, 508, 602, 699, 798, 907, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2209}",Edible,T23
24,"{b, 221, 319, 416, 497, 602, 699, 798, 919, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2110, 2209}",Edible,T24
25,"{b, 215, 319, 416, 508, 602, 699, 798, 903, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2115, 2209}",Edible,T25
26,"{f, 215, 319, 416, 512, 602, 699, 810, 910, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2118, 2203}",Poisonous,T26
27,"{x, 221, 321, 416, 497, 602, 699, 798, 910, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2110, 2209}",Edible,T27
28,"{x, 221, 319, 416, 508, 602, 699, 798, 919, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2110, 2209}",Edible,T28
29,"{f, 202, 310, 402, 510, 602, 699, 810, 907, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2121, 2217}",Edible,T29
30,"{x, 215, 321, 416, 497, 602, 719, 810, 910, 1016, 1098, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2118, 2200}",Edible,T30
31,"{b, 215, 321, 416, 508, 602, 699, 798, 903, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2110, 2209}",Edible,T31
32,"{x, 221, 319, 416, 512, 602, 699, 810, 907, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2217}",Poisonous,T19
33,"{x, 221, 321, 416, 508, 602, 699, 798, 910, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2110, 2209}",Edible,T33
34,"{x, 221, 310, 416, 508, 602, 699, 798, 912, 1001, 1114, 1215, 1321, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2121, 2212}",Edible,T34
35,"{b, 221, 321, 416, 508, 602, 699, 798, 910, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2209}",Edible,T35
36,"{x, 202, 321, 416, 508, 602, 719, 810, 919, 1016, 1098, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2118, 2200}",Edible,T30
37,"{s, 202, 303, 402, 510, 602, 699, 810, 907, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2118, 2217}",Edible,T37
38,"{x, 221, 310, 416, 512, 602, 699, 810, 919, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2217}",Poisonous,T38
39,"{x, 202, 321, 416, 497, 602, 719, 810, 912, 1016, 1098, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2118, 2200}",Edible,T30
40,"{b, 215, 321, 416, 508, 602, 699, 798, 907, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2115, 2209}",Edible,T40
41,"{b, 221, 321, 416, 497, 602, 699, 798, 910, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2203}",Edible,T41
42,"{x, 221, 321, 416, 508, 602, 699, 798, 910, 1001, 1114, 1215, 1321, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2121, 2212}",Edible,T42
43,"{x, 202, 310, 402, 510, 602, 699, 810, 903, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2121, 2217}",Edible,T29
44,"{x, 221, 319, 416, 512, 602, 699, 810, 912, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2118, 2203}",Poisonous,T22
45,"{x, 215, 321, 416, 497, 602, 699, 798, 919, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2110, 2209}",Edible,T45
46,"{x, 221, 319, 416, 497, 602, 699, 798, 910, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2110, 2203}",Edible,T46
47,"{x, 221, 321, 416, 508, 602, 699, 798, 907, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2115, 2209}",Edible,T47
48,"{x, 215, 319, 416, 508, 602, 699, 798, 919, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2110, 2209}",Edible,T48
49,"{x, 221, 321, 416, 508, 602, 699, 798, 910, 1001, 1114, 1215, 1321, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2212}",Edible,T49
50,"{f, 221, 321, 416, 508, 602, 699, 798, 919, 1001, 1114, 1215, 1321, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2115, 2212}",Edible,T50
51,"{x, 221, 310, 416, 497, 602, 699, 798, 919, 1001, 1114, 1215, 1321, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2115, 2203}",Edible,T51
52,"{x, 215, 319, 416, 508, 602, 699, 798, 907, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2115, 2203}",Edible,T52
53,"{b, 215, 319, 416, 508, 602, 699, 798, 907, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2110, 2209}",Edible,T3
54,"{x, 221, 310, 416, 512, 602, 699, 810, 907, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2118, 2217}",Poisonous,T54
55,"{x, 215, 319, 416, 512, 602, 699, 810, 907, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2118, 2217}",Poisonous,T55
56,"{b, 221, 321, 416, 497, 602, 699, 798, 919, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2115, 2209}",Edible,T56
57,"{f, 202, 303, 402, 510, 602, 719, 798, 910, 1016, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1901, 2010, 2097, 2203}",Edible,T57
58,"{b, 215, 319, 416, 497, 602, 699, 798, 919, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2110, 2203}",Edible,T58
59,"{x, 215, 321, 416, 508, 602, 699, 798, 907, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2110, 2203}",Edible,T59
60,"{x, 221, 310, 416, 497, 602, 699, 798, 912, 1001, 1114, 1215, 1321, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2121, 2212}",Edible,T60
61,"{s, 202, 303, 402, 510, 602, 699, 810, 907, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2118, 2217}",Edible,T61
62,"{b, 221, 321, 416, 497, 602, 699, 798, 907, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2209}",Edible,T62
63,"{b, 215, 321, 416, 508, 602, 699, 798, 903, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2209}",Edible,T63
64,"{b, 221, 321, 416, 508, 602, 699, 798, 903, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2110, 2209}",Edible,T64
65,"{b, 221, 319, 416, 508, 602, 699, 798, 910, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2203}",Edible,T65
66,"{f, 215, 310, 402, 510, 602, 719, 798, 907, 1016, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1901, 2007, 2097, 2203}",Edible,T66
67,"{x, 215, 319, 416, 508, 602, 699, 798, 910, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2115, 2203}",Edible,T67
68,"{f, 221, 321, 416, 497, 602, 699, 798, 919, 1001, 1114, 1215, 1321, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2203}",Edible,T68
69,"{x, 221, 321, 416, 497, 602, 699, 798, 919, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2110, 2203}",Edible,T6
70,"{x, 202, 303, 402, 510, 602, 699, 810, 912, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2118, 2217}",Edible,T61
71,"{f, 202, 321, 416, 508, 602, 719, 810, 912, 1016, 1098, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2118, 2200}",Edible,T30
72,"{b, 221, 319, 416, 508, 602, 699, 798, 903, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2209}",Edible,T72
73,"{f, 202, 321, 416, 508, 602, 719, 810, 919, 1016, 1098, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2118, 2200}",Edible,T30
74,"{x, 221, 310, 416, 497, 602, 699, 798, 912, 1001, 1114, 1215, 1321, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2115, 2212}",Edible,T74
75,"{b, 215, 321, 416, 497, 602, 699, 798, 907, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2115, 2203}",Edible,T75
76,"{f, 215, 321, 416, 508, 602, 719, 810, 912, 1016, 1098, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2118, 2200}",Edible,T30
77,"{x, 215, 319, 416, 508, 602, 719, 810, 910, 1016, 1098, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2017, 2118, 2200}",Edible,T30
78,"{f, 221, 310, 416, 508, 602, 699, 798, 912, 1001, 1114, 1215, 1321, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2121, 2212}",Edible,T78
79,"{x, 221, 310, 416, 512, 602, 699, 810, 919, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2118, 2217}",Poisonous,T54
80,"{f, 221, 310, 416, 497, 602, 699, 798, 910, 1001, 1114, 1215, 1321, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2121, 2203}",Edible,T80
81,"{x, 215, 310, 402, 510, 602, 719, 798, 907, 1016, 1101, 1202, 1315, 1419, 1519, 1612, 1719, 1811, 1901, 2010, 2115, 2203}",Edible,T81
82,"{x, 221, 319, 416, 512, 602, 699, 810, 919, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2115, 2203}",Poisonous,T82
83,"{f, 202, 303, 402, 510, 602, 699, 810, 910, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2121, 2217}",Edible,T16
84,"{x, 202, 303, 402, 510, 602, 719, 798, 910, 1016, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1901, 2010, 2115, 2203}",Edible,T84
85,"{x, 221, 321, 416, 508, 602, 699, 798, 919, 1001, 1114, 1215, 1321, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2115, 2203}",Edible,T85
86,"{x, 215, 310, 402, 510, 602, 719, 798, 907, 1016, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1901, 2007, 2115, 2203}",Edible,T86
87,"{b, 215, 319, 416, 497, 602, 699, 798, 919, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2115, 2203}",Edible,T87
88,"{x, 215, 319, 416, 508, 602, 699, 798, 910, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2203}",Edible,T88
89,"{f, 221, 310, 416, 508, 602, 699, 798, 919, 1001, 1114, 1215, 1321, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2121, 2203}",Edible,T89
90,"{s, 202, 310, 402, 510, 602, 699, 810, 910, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2118, 2217}",Edible,T90
91,"{x, 202, 310, 402, 510, 602, 699, 810, 910, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2121, 2217}",Edible,T91
92,"{b, 215, 319, 416, 508, 602, 699, 798, 907, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2115, 2203}",Edible,T92
93,"{x, 221, 321, 416, 497, 602, 699, 798, 903, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2115, 2203}",Edible,T93
94,"{x, 221, 321, 416, 508, 602, 699, 798, 903, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2110, 2209}",Edible,T94
95,"{x, 215, 310, 402, 510, 602, 719, 798, 910, 1016, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1901, 2010, 2097, 2203}",Edible,T95
96,"{x, 215, 319, 416, 497, 602, 699, 798, 903, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2203}",Edible,T96
97,"{f, 221, 310, 416, 508, 602, 699, 798, 912, 1001, 1114, 1215, 1321, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2203}",Edible,T97
98,"{x, 215, 321, 416, 497, 602, 699, 798, 910, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2110, 2203}",Edible,T98
99,"{b, 215, 319, 416, 497, 602, 699, 798, 903, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2203}",Edible,T99
100,"{x, 221, 319, 416, 497, 602, 699, 798, 903, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2115, 2203}",Edible,T100
101,"{x, 202, 310, 402, 510, 602, 719, 798, 912, 1016, 1101, 1202, 1315, 1419, 1519, 1612, 1719, 1811, 1901, 2007, 2115, 2203}",Edible,T101
102,"{b, 215, 321, 416, 508, 602, 699, 798, 910, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2110, 2203}",Edible,T102
103,"{f, 221, 321, 416, 508, 602, 699, 798, 919, 1001, 1114, 1215, 1321, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2203}",Edible,T103
104,"{x, 221, 321, 416, 497, 602, 699, 798, 910, 1001, 1114, 1215, 1321, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2121, 2212}",Edible,T104
105,"{b, 221, 319, 416, 508, 602, 699, 798, 903, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2110, 2203}",Edible,T105
106,"{x, 221, 321, 416, 497, 602, 699, 798, 910, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2110, 2209}",Edible,T106
107,"{x, 221, 321, 416, 497, 602, 699, 798, 919, 1001, 1114, 1215, 1321, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2121, 2203}",Edible,T107
108,"{b, 221, 319, 416, 508, 602, 699, 798, 910, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2115, 2209}",Edible,T108
109,"{b, 221, 319, 416, 497, 602, 699, 798, 903, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2209}",Edible,T109
110,"{x, 215, 321, 416, 497, 602, 699, 798, 907, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2110, 2209}",Edible,T110
111,"{x, 215, 321, 416, 508, 602, 699, 798, 919, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2110, 2203}",Edible,T59
112,"{s, 202, 303, 402, 510, 602, 699, 810, 903, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2121, 2217}",Edible,T112
113,"{x, 202, 319, 416, 497, 602, 719, 810, 919, 1016, 1098, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2017, 2118, 2200}",Edible,T30
114,"{x, 215, 321, 416, 497, 602, 699, 798, 910, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2110, 2209}",Edible,T45
115,"{x, 221, 319, 416, 512, 602, 699, 810, 910, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2118, 2217}",Poisonous,T14
116,"{x, 221, 321, 416, 508, 602, 699, 798, 912, 1001, 1114, 1215, 1321, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2203}",Edible,T116
117,"{s, 202, 303, 402, 510, 602, 699, 810, 912, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2121, 2217}",Edible,T16
118,"{x, 221, 321, 416, 508, 602, 699, 798, 919, 1001, 1114, 1215, 1321, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2121, 2203}",Edible,T118
119,"{x, 215, 321, 416, 508, 602, 719, 810, 912, 1016, 1098, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2017, 2118, 2200}",Edible,T30
120,"{s, 202, 310, 402, 510, 602, 699, 810, 907, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2121, 2217}",Edible,T91
121,"{x, 215, 319, 416, 512, 602, 699, 810, 907, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2118, 2203}",Poisonous,T121
122,"{x, 221, 319, 416, 497, 602, 699, 798, 903, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2110, 2209}",Edible,T122
123,"{f, 221, 310, 416, 512, 602, 699, 810, 912, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2118, 2203}",Poisonous,T123
124,"{f, 215, 303, 402, 510, 602, 719, 798, 907, 1016, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1901, 2010, 2097, 2203}",Edible,T124
125,"{x, 215, 321, 416, 508, 602, 699, 798, 903, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2209}",Edible,T125
126,"{x, 215, 319, 402, 510, 602, 719, 798, 910, 1016, 1101, 1215, 1302, 1419, 1519, 1612, 1719, 1811, 1901, 2007, 2115, 2203}",Edible,T126
127,"{b, 215, 321, 416, 497, 602, 699, 798, 919, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2110, 2203}",Edible,T127
128,"{f, 202, 303, 402, 510, 602, 719, 798, 904, 1016, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1901, 2010, 2097, 2203}",Edible,T128
129,"{x, 215, 319, 416, 508, 602, 699, 798, 910, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2110, 2203}",Edible,T129
130,"{b, 215, 319, 416, 508, 602, 699, 798, 910, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2209}",Edible,T130
131,"{b, 215, 319, 416, 508, 602, 699, 798, 919, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2203}",Edible,T131
132,"{b, 221, 319, 416, 508, 602, 699, 798, 919, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2209}",Edible,T132
133,"{f, 215, 319, 416, 508, 602, 719, 810, 919, 1016, 1098, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2017, 2118, 2200}",Edible,T30
134,"{x, 221, 321, 416, 508, 602, 699, 798, 903, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2115, 2209}",Edible,T47
135,"{f, 215, 319, 416, 497, 602, 719, 810, 912, 1016, 1098, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2118, 2200}",Edible,T30
136,"{x, 221, 319, 416, 512, 602, 699, 810, 919, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2118, 2217}",Poisonous,T14
137,"{f, 202, 319, 416, 508, 602, 719, 810, 919, 1016, 1098, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2118, 2200}",Edible,T30
138,"{x, 221, 321, 416, 497, 602, 699, 798, 910, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2203}",Edible,T138
139,"{x, 215, 310, 416, 512, 602, 699, 810, 912, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2118, 2203}",Poisonous,T139
140,"{b, 215, 321, 416, 508, 602, 699, 798, 919, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2110, 2203}",Edible,T140
141,"{x, 221, 310, 416, 497, 602, 699, 798, 919, 1001, 1114, 1215, 1321, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2121, 2212}",Edible,T60
142,"{b, 221, 321, 416, 508, 602, 699, 798, 903, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2110, 2209}",Edible,T142
143,"{s, 202, 310, 402, 510, 602, 699, 810, 907, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2118, 2217}",Edible,T90
144,"{f, 221, 310, 416, 497, 602, 699, 798, 919, 1001, 1114, 1215, 1321, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2121, 2212}",Edible,T144
145,"{x, 221, 321, 416, 497, 602, 699, 798, 907, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2110, 2203}",Edible,T6
146,"{x, 202, 303, 402, 510, 602, 719, 798, 907, 1016, 1101, 1202, 1302, 1419, 1519, 1612, 1719, 1811, 1901, 2007, 2115, 2203}",Edible,T146
147,"{f, 202, 319, 402, 510, 602, 719, 798, 907, 1016, 1101, 1215, 1302, 1419, 1519, 1612, 1719, 1811, 1901, 2010, 2097, 2203}",Edible,T147
148,"{x, 221, 321, 416, 508, 602, 699, 798, 919, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2110, 2209}",Edible,T148
149,"{b, 215, 321, 416, 508, 602, 699, 798, 907, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2110, 2203}",Edible,T140
150,"{b, 221, 319, 416, 497, 602, 699, 798, 903, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2110, 2209}",Edible,T150
151,"{x, 221, 319, 416, 497, 602, 699, 798, 919, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2203}",Edible,T151
152,"{x, 215, 310, 402, 510, 602, 719, 798, 912, 1016, 1101, 1202, 1315, 1419, 1519, 1612, 1719, 1811, 1901, 2010, 2097, 2203}",Edible,T152
153,"{x, 221, 319, 416, 508, 602, 699, 798, 903, 1001, 1099, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2010, 2115, 2203}",Edible,T153
154,"{s, 202, 310, 402, 510, 602, 699, 810, 907, 1001, 1101, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2007, 2118, 2217}",Edible,T154
155,"{x, 215, 319, 416, 497, 602, 719, 810, 919, 1016, 1098, 1215, 1315, 1419, 1519, 1612, 1719, 1811, 1912, 2017, 2118, 2200}",Edible,T30
