32,0.117647,0.769231,100,71,2,56,36,66,6,7,18,23,69
33,0.222222,0.769231,100,97,2,29,4,30,6,56,18,23,85
34,0.222222,0.814815,100,60,22,38,42,17,59,79,80,44,84
35,0.222222,0.769231,100,13,19,3,62,74,39,83,8,9,61
36,0.222222,0.72,100,32,66,37,71,95,6,7,18,23,10
37,0.117647,0.666667,100,95,2,50,29,55,6,56,18,23,85
38,0.117647,0.769231,100,79,34,42,80,84,44,96,17,60,101
39,0.117647,0.769231,100,13,35,3,83,19,61,62,93,9,74
40,0.545455,0.857143,100,52,31,98,100,41,43,25,82,12,89
41,0.47619,0.769231,100,31,40,43,82,89,25,98,52,100,60
42,0.222222,0.72,100,59,44,60,57,72,34,79,17,38,80
43,0.315789,0.814815,100,31,41,52,82,89,25,16,14,47,98
44,0.117647,0.769231,100,17,21,22,12,60,24,84,38,101,58
45,0.117647,0.769231,100,48,51,65,68,5,70,46,11,99,29
46,0.117647,0.769231,100,48,51,65,68,5,70,45,11,99,29
47,0.4,0.857143,100,25,86,43,89,14,54,15,78,82,16
48,0.117647,0.769231,100,46,51,65,68,5,70,45,11,99,29
49,0.117647,0.72,100,46,48,51,65,5,68,70,11,45,99
50,0.117647,0.72,100,37,45,46,48,5,51,55,11,65,68
51,0.117647,0.769231,100,46,48,65,68,5,70,45,11,99,29
52,0.47619,0.769231,100,31,40,41,43,82,25,89,98,100,60
53,0.315789,0.608696,100,92,26,3,27,63,81,90,39,9,13
54,0.47619,0.814815,100,78,86,47,25,16,14,26,59,61,15
55,0.117647,0.72,100,37,45,46,48,5,50,51,11,65,68
56,0.117647,0.72,100,32,2,11,37,5,6,7,18,23,29
57,0.222222,0.72,100,60,59,72,84,88,91,42,44,24,96
58,0.222222,0.814815,100,17,21,22,12,60,24,84,38,44,101
59,0.315789,0.814815,100,88,72,96,79,34,38,57,17,42,80
60,0.117647,0.769231,100,17,21,22,12,58,24,84,38,44,101
61,0.222222,0.814815,100,93,39,3,74,83,19,13,87,9,62
62,0.117647,0.769231,100,13,35,3,39,19,83,61,93,9,74
63,0.4,0.666667,100,77,81,92,42,26,53,27,62,9,73
64,0.315789,0.72,100,46,48,49,51,5,65,45,11,68,70
65,0.117647,0.769231,100,46,48,51,68,5,70,45,11,99,29
66,0.117647,0.769231,100,71,2,36,32,56,6,7,18,23,69
67,0.4,0.666667,100,19,20,49,61,75,76,93,46,9,11
68,0.117647,0.769231,100,46,48,51,65,5,70,45,11,99,29
69,0.117647,0.72,100,32,45,11,46,5,48,7,51,65,66
70,0.117647,0.769231,100,46,48,51,65,5,68,45,11,99,29
71,0.117647,0.769231,100,29,2,36,32,56,6,7,18,23,66
72,0.315789,0.769231,100,96,17,38,59,42,60,24,79,44,57
73,0.47619,0.769231,100,14,63,77,78,81,25,42,43,82,89
74,0.222222,0.769231,100,13,19,3,61,62,35,39,8,9,83
75,0.4,0.666667,100,1,49,67,4,76,45,46,11,20,48
76,0.315789,0.666667,100,75,46,48,49,5,51,65,11,67,20
77,0.4,0.72,100,63,87,3,39,53,19,61,62,9,13
78,0.4,0.896552,100,47,54,77,82,14,86,15,27,100,16
79,0.222222,0.814815,100,44,22,34,38,17,42,59,60,80,84
80,0.222222,0.814815,100,44,22,34,38,17,42,59,60,79,84
81,0.315789,0.608696,100,13,39,3,42,26,53,62,63,9,92
82,0.4,0.72,100,14,89,31,100,47,41,52,43,25,78
83,0.222222,0.769231,100,13,19,3,61,62,35,39,8,9,74
84,0.117647,0.769231,100,17,21,22,12,58,24,60,38,44,101
85,0.222222,0.666667,100,28,94,95,97,36,6,37,18,23,50
86,0.4,0.857143,100,25,43,47,26,14,54,15,78,82,16
87,0.315789,0.857143,100,61,93,3,39,74,19,13,77,9,62
88,0.222222,0.814815,100,59,34,60,22,24,79,80,44,57,84
89,0.315789,0.72,100,100,82,16,31,98,41,47,43,25,52
90,0.4,0.608696,100,92,27,35,53,74,25,26,81,82,83
91,0.4,0.608696,100,57,72,24,92,25,6,29,42,44,53
92,0.315789,0.545455,100,42,26,50,27,53,55,63,81,90,91
93,0.222222,0.814815,100,87,39,3,62,74,19,13,83,9,61
94,0.315789,0.72,100,28,85,95,97,36,6,37,18,23,50
95,0.117647,0.666667,100,36,2,37,29,50,6,55,18,23,56
96,0.222222,0.814815,100,44,17,34,59,38,60,24,72,42,57
97,0.222222,0.72,100,29,2,33,56,85,6,7,18,23,28
98,0.545455,0.814815,100,31,40,41,43,82,25,89,100,14,52
99,0.117647,0.769231,100,46,48,51,65,5,68,45,11,70,29
100,0.4,0.72,100,14,82,31,89,47,41,52,43,25,78
101,0.117647,0.769231,100,17,21,22,12,58,24,60,38,44,84
