86,"{A, C, F, G, I, L, N, O, Q, S, U, W, \, _, a, c}",Class_7,T14
87,"{A, C, F, G, I, L, N, P, R, S, V, X, Y, `, a, d}",Class_4,T87
88,"{A, D, F, G, J, L, M, O, R, T, U, W, Z, `, a, d}",Class_2,T24
89,"{A, C, F, G, I, K, M, O, Q, T, U, W, ], _, a, c}",Class_6,T25
90,"{A, C, F, G, I, L, M, P, R, T, U, W, [, _, a, c}",Class_5,T26
91,"{A, C, F, G, I, K, M, O, R, T, U, W, [, `, a, d}",Class_3,T91
92,"{A, C, F, G, I, K, N, P, R, T, U, W, [, `, a, c}",Class_3,T26
93,"{A, C, F, G, I, L, N, P, R, S, U, X, Y, `, a, d}",Class_4,T3
94,"{B, C, E, H, J, K, M, P, R, T, U, W, Z, `, a, c}",Class_1,T28
95,"{B, C, E, H, I, K, M, P, R, T, U, W, [, `, a, c}",Class_1,T37
96,"{A, D, F, G, J, K, N, O, R, T, U, W, Z, `, a, d}",Class_2,T24
97,"{B, C, E, H, I, K, M, P, R, T, U, W, Z, `, a, d}",Class_1,T97
98,"{B, C, F, G, J, K, M, O, Q, T, V, W, ], _, a, c}",Class_6,T25
99,"{B, C, E, H, I, K, N, P, R, T, U, W, [, `, a, d}",Class_1,T99
100,"{A, C, F, G, I, K, M, O, Q, T, U, W, Y, _, a, c}",Class_7,T25
101,"{A, D, F, G, J, K, M, O, R, T, U, W, Z, `, a, c}",Class_2,T12
