51,0.117647,0.666667,84,70,68,65,45,5,11,55,46,99,48
52,0.47619,0.769231,100,25,89,43,31,41,82,98,40,60,100
53,0.315789,0.47619,55,92,81,27,26,13,3,39,90,62,9
54,0.47619,0.666667,100,47,15,16,86,78,93,89,82,43,14
55,0.117647,0.608696,55,48,46,37,70,45,99,50,95,5,68
56,0.117647,0.72,97,23,2,29,18,6,68,51,70,45,5
57,0.222222,0.666667,99,96,84,101,59,60,42,24,91,44,72
58,0.222222,0.72,100,60,84,101,21,38,12,17,22,24,44
59,0.315789,0.545455,100,96,80,88,79,34,42,38,57,22,72
60,0.117647,0.666667,84,21,84,101,12,38,22,17,24,58,44
61,0.222222,0.608696,99,19,87,93,74,83,9,3,62,13,39
62,0.117647,0.608696,55,93,74,83,61,35,39,3,9,19,13
63,0.4,0.47619,84,92,81,53,27,77,3,62,13,39,9
64,0.315789,0.608696,100,49,48,68,51,45,99,65,11,46,70
65,0.117647,0.666667,84,70,68,51,45,5,11,55,46,99,48
66,0.117647,0.769231,100,71,23,69,2,29,18,6,36,32,7
67,0.4,0.666667,100,19,93,61,49,20,76,75,62,45,13
68,0.117647,0.666667,84,70,51,65,45,5,11,55,46,99,48
69,0.117647,0.72,97,70,68,51,45,5,65,11,46,99,48
70,0.117647,0.666667,84,48,51,65,45,5,11,55,46,99,68
71,0.117647,0.769231,100,66,23,69,2,29,18,6,36,32,7
72,0.315789,0.608696,99,57,24,96,84,59,42,17,91,38,101
73,0.47619,0.666667,100,92,81,63,100,25,42,89,82,77,43
74,0.222222,0.666667,99,39,83,8,35,93,62,3,13,61,9
75,0.4,0.769231,100,1,67,49,20,4,76,46,70,48,11
76,0.315789,0.666667,100,67,49,20,75,5,65,68,11,45,99
77,0.4,0.666667,100,87,81,63,53,19,13,3,9,39,62
78,0.4,0.666667,100,82,27,77,100,14,47,15,16,86,54
79,0.222222,0.545455,99,22,84,17,80,34,42,38,101,59,44
80,0.222222,0.545455,99,22,84,17,79,34,42,38,101,59,44
81,0.315789,0.4,18,92,63,53,26,42,3,62,13,39,9
82,0.4,0.608696,100,89,41,43,14,31,52,100,91,90,25
83,0.222222,0.666667,99,39,35,8,74,93,62,3,13,61,9
84,0.117647,0.666667,84,21,12,101,22,38,24,17,44,58,60
85,0.222222,0.666667,99,56,23,97,95,50,94,55,37,28,2
86,0.4,0.608696,100,78,54,82,43,26,100,14,47,15,16
87,0.315789,0.666667,100,93,61,77,35,19,9,3,62,13,39
88,0.222222,0.666667,100,22,24,44,84,96,80,60,79,34,57
89,0.315789,0.666667,100,82,43,14,100,31,47,25,16,41,52
90,0.4,0.608696,100,92,81,27,53,26,100,25,91,89,83
91,0.4,0.608696,100,92,57,24,53,59,42,100,90,72,96
92,0.315789,0.4,18,81,63,53,26,42,55,91,90,50,27
93,0.222222,0.608696,99,19,87,83,61,35,9,3,62,13,39
94,0.315789,0.72,100,85,56,37,23,50,97,55,95,28,2
95,0.117647,0.666667,84,56,37,23,2,85,29,55,18,6,50
96,0.222222,0.666667,99,24,80,59,84,101,42,17,79,38,72
97,0.222222,0.72,100,56,23,2,29,18,6,33,70,85,46
98,0.545455,0.814815,100,31,100,41,82,25,89,52,43,40,14
99,0.117647,0.666667,84,48,45,5,46,68,11,55,70,51,65
100,0.4,0.608696,100,82,41,43,14,31,52,25,91,90,89
101,0.117647,0.666667,84,84,21,12,22,38,24,17,44,58,60
